,entity_id,score,label_value,race,sex,age_cat
575,880,0.0,0,Hispanic,Male,Greater than 45
576,881,0.0,1,Caucasian,Male,Greater than 45
577,882,0.0,1,Caucasian,Male,Greater than 45
578,883,1.0,1,Caucasian,Male,25 - 45
579,884,0.0,1,African-American,Male,Greater than 45
580,886,0.0,0,Hispanic,Female,Greater than 45
581,887,1.0,1,African-American,Female,25 - 45
582,888,0.0,0,Hispanic,Female,Less than 25
583,889,0.0,0,African-American,Male,Less than 25
584,890,1.0,1,African-American,Male,25 - 45
585,891,1.0,1,African-American,Male,Less than 25
586,893,0.0,0,Hispanic,Male,25 - 45
587,895,0.0,0,African-American,Male,25 - 45
588,897,1.0,1,African-American,Male,Less than 25
589,898,1.0,0,African-American,Male,25 - 45
590,899,0.0,0,Hispanic,Male,25 - 45
591,900,1.0,0,Hispanic,Female,Less than 25
592,901,0.0,0,African-American,Male,25 - 45
593,904,0.0,1,Hispanic,Male,Less than 25
594,905,0.0,0,Hispanic,Male,25 - 45
595,906,1.0,0,Caucasian,Female,Less than 25
596,909,0.0,0,African-American,Male,Less than 25
597,913,1.0,1,African-American,Male,25 - 45
598,914,1.0,1,African-American,Male,25 - 45
599,915,1.0,1,Hispanic,Male,Greater than 45
600,916,0.0,0,African-American,Female,25 - 45
601,917,1.0,1,African-American,Male,Less than 25
602,918,0.0,0,African-American,Female,25 - 45
603,919,1.0,1,Caucasian,Male,25 - 45
604,921,1.0,0,African-American,Male,25 - 45
605,922,1.0,1,Caucasian,Male,25 - 45
606,923,0.0,0,African-American,Male,25 - 45
607,924,0.0,0,Caucasian,Female,Greater than 45
608,925,0.0,0,Caucasian,Male,25 - 45
609,926,1.0,1,African-American,Male,25 - 45
610,927,0.0,0,Hispanic,Male,25 - 45
611,930,1.0,1,African-American,Male,Less than 25
612,932,0.0,0,Hispanic,Female,25 - 45
613,934,1.0,1,Caucasian,Male,25 - 45
614,935,0.0,0,Hispanic,Male,Greater than 45
615,937,1.0,1,Hispanic,Male,25 - 45
616,943,0.0,1,Caucasian,Male,25 - 45
617,944,0.0,0,African-American,Male,25 - 45
618,945,1.0,0,African-American,Female,25 - 45
619,946,0.0,1,African-American,Male,Greater than 45
620,947,1.0,0,African-American,Male,Less than 25
621,948,1.0,0,African-American,Female,Less than 25
622,949,1.0,1,Caucasian,Female,Less than 25
623,951,0.0,0,African-American,Male,25 - 45
624,953,0.0,0,African-American,Male,25 - 45
625,955,1.0,1,African-American,Male,Greater than 45
626,956,1.0,1,African-American,Male,Less than 25
627,958,0.0,0,Hispanic,Male,25 - 45
628,959,1.0,1,African-American,Male,Less than 25
629,960,1.0,1,Caucasian,Male,25 - 45
630,962,1.0,0,Caucasian,Male,25 - 45
631,963,1.0,0,Hispanic,Female,25 - 45
632,964,1.0,1,Hispanic,Male,Less than 25
633,965,0.0,0,African-American,Male,25 - 45
634,967,1.0,1,African-American,Male,25 - 45
635,968,0.0,1,Caucasian,Female,25 - 45
636,969,1.0,0,African-American,Male,Less than 25
637,971,0.0,1,African-American,Female,Greater than 45
638,973,0.0,1,Caucasian,Female,Greater than 45
639,975,0.0,0,African-American,Male,Less than 25
640,977,1.0,0,African-American,Female,Less than 25
641,978,0.0,0,African-American,Male,25 - 45
642,979,1.0,1,Caucasian,Male,Less than 25
643,983,0.0,1,Caucasian,Male,Less than 25
644,986,0.0,1,Asian,Male,25 - 45
645,987,1.0,1,African-American,Male,25 - 45
646,988,1.0,0,African-American,Female,25 - 45
647,990,1.0,0,Caucasian,Male,Greater than 45
648,991,1.0,0,African-American,Male,Less than 25
649,993,0.0,1,Caucasian,Male,25 - 45
650,995,1.0,1,African-American,Male,25 - 45
651,996,0.0,1,African-American,Male,Less than 25
652,997,0.0,1,African-American,Female,25 - 45
653,998,1.0,1,African-American,Male,25 - 45
654,999,0.0,1,Hispanic,Male,25 - 45
655,1000,1.0,1,Caucasian,Male,25 - 45
656,1001,1.0,0,African-American,Male,Greater than 45
657,1002,1.0,0,Asian,Male,Less than 25
658,1003,1.0,1,African-American,Male,25 - 45
659,1004,1.0,1,Hispanic,Male,Less than 25
660,1005,0.0,1,African-American,Male,Greater than 45
661,1006,0.0,0,African-American,Male,25 - 45
662,1007,0.0,0,African-American,Female,25 - 45
663,1008,0.0,0,African-American,Male,Greater than 45
664,1009,0.0,0,Hispanic,Male,Greater than 45
665,1014,1.0,0,African-American,Female,Less than 25
666,1015,0.0,0,African-American,Male,25 - 45
667,1016,1.0,1,Caucasian,Male,25 - 45
668,1017,1.0,0,Hispanic,Male,25 - 45
669,1018,1.0,0,African-American,Male,25 - 45
670,1020,0.0,0,Asian,Male,Greater than 45
671,1022,0.0,0,Hispanic,Female,25 - 45
672,1023,0.0,0,Hispanic,Female,Greater than 45
673,1024,0.0,0,African-American,Male,25 - 45
674,1025,1.0,1,African-American,Male,25 - 45
675,1026,1.0,1,African-American,Female,Greater than 45
676,1027,1.0,0,Caucasian,Male,Less than 25
677,1030,0.0,0,African-American,Female,25 - 45
678,1031,1.0,1,Caucasian,Female,25 - 45
679,1032,1.0,1,Hispanic,Male,25 - 45
680,1034,1.0,1,African-American,Male,Less than 25
681,1036,0.0,0,African-American,Female,25 - 45
682,1037,1.0,1,Asian,Male,Less than 25
683,1038,0.0,1,African-American,Male,Greater than 45
684,1039,1.0,1,African-American,Male,25 - 45
685,1041,0.0,0,African-American,Female,25 - 45
686,1043,1.0,0,Caucasian,Male,25 - 45
687,1044,1.0,0,Caucasian,Male,25 - 45
688,1046,1.0,0,African-American,Male,25 - 45
689,1048,1.0,1,African-American,Male,25 - 45
690,1049,0.0,0,Caucasian,Male,Greater than 45
691,1051,0.0,1,African-American,Male,25 - 45
692,1054,1.0,0,African-American,Male,Less than 25
693,1055,1.0,1,Caucasian,Male,25 - 45
694,1056,1.0,1,Caucasian,Male,Greater than 45
695,1057,1.0,1,African-American,Male,Greater than 45
696,1058,0.0,0,Caucasian,Male,25 - 45
697,1059,1.0,0,African-American,Male,Less than 25
698,1060,0.0,0,Caucasian,Male,25 - 45
699,1061,0.0,0,African-American,Male,Greater than 45
700,1062,0.0,0,African-American,Male,25 - 45
701,1063,1.0,1,African-American,Male,25 - 45
702,1065,1.0,1,African-American,Male,25 - 45
703,1066,0.0,0,Hispanic,Male,25 - 45
704,1068,0.0,1,Caucasian,Female,Greater than 45
705,1069,0.0,0,Caucasian,Male,Greater than 45
706,1070,1.0,0,African-American,Male,25 - 45
707,1072,0.0,0,African-American,Male,25 - 45
708,1073,0.0,0,Hispanic,Male,Less than 25
709,1076,1.0,0,Caucasian,Female,Greater than 45
710,1077,1.0,1,African-American,Male,Less than 25
711,1079,0.0,1,African-American,Male,25 - 45
712,1081,0.0,0,African-American,Male,25 - 45
713,1082,1.0,1,African-American,Male,Greater than 45
714,1084,0.0,0,Caucasian,Male,Greater than 45
715,1086,1.0,0,African-American,Male,Less than 25
716,1087,0.0,1,Hispanic,Male,25 - 45
717,1088,0.0,0,Caucasian,Male,Greater than 45
718,1089,0.0,1,African-American,Male,25 - 45
719,1092,1.0,0,Hispanic,Male,Less than 25
720,1093,0.0,0,Caucasian,Male,Less than 25
721,1094,0.0,1,Caucasian,Female,25 - 45
722,1096,0.0,0,Caucasian,Male,Greater than 45
723,1097,0.0,0,Caucasian,Male,25 - 45
724,1099,0.0,0,Caucasian,Male,Less than 25
725,1101,0.0,0,Hispanic,Female,25 - 45
726,1103,1.0,0,African-American,Male,Less than 25
727,1105,0.0,1,African-American,Male,25 - 45
728,1106,0.0,0,Caucasian,Male,25 - 45
729,1107,0.0,1,African-American,Male,Less than 25
730,1109,0.0,1,Caucasian,Male,Greater than 45
731,1110,1.0,1,African-American,Female,25 - 45
732,1111,1.0,0,Caucasian,Male,Greater than 45
733,1118,0.0,0,Hispanic,Female,Greater than 45
734,1119,1.0,1,African-American,Male,Less than 25
735,1120,1.0,0,African-American,Male,Less than 25
736,1121,0.0,0,African-American,Male,25 - 45
737,1122,0.0,0,African-American,Male,Less than 25
738,1123,1.0,0,African-American,Male,Greater than 45
739,1125,1.0,1,African-American,Male,25 - 45
740,1127,0.0,0,Caucasian,Male,Less than 25
741,1128,1.0,0,Hispanic,Female,Less than 25
742,1129,0.0,0,Caucasian,Male,25 - 45
743,1130,1.0,1,African-American,Male,25 - 45
744,1131,1.0,1,African-American,Female,Less than 25
745,1132,0.0,0,Caucasian,Male,Greater than 45
746,1135,0.0,0,Caucasian,Male,Less than 25
747,1136,1.0,1,African-American,Female,25 - 45
748,1138,1.0,0,African-American,Female,25 - 45
749,1140,0.0,0,African-American,Male,Greater than 45
750,1141,1.0,0,Caucasian,Male,25 - 45
751,1142,1.0,0,African-American,Female,25 - 45
752,1143,1.0,1,African-American,Male,Less than 25
753,1144,1.0,0,African-American,Female,25 - 45
754,1145,1.0,1,African-American,Male,Less than 25
755,1146,1.0,1,African-American,Male,25 - 45
756,1149,1.0,0,Hispanic,Male,25 - 45
757,1150,1.0,1,African-American,Female,Greater than 45
758,1151,0.0,1,Caucasian,Male,Less than 25
759,1152,1.0,0,Asian,Female,Less than 25
760,1153,1.0,1,Caucasian,Female,Less than 25
761,1156,0.0,0,African-American,Male,Less than 25
762,1157,1.0,0,Caucasian,Male,25 - 45
763,1158,0.0,1,Caucasian,Male,Greater than 45
764,1159,0.0,0,African-American,Female,Greater than 45
765,1160,1.0,0,African-American,Female,Less than 25
766,1162,1.0,1,African-American,Female,25 - 45
767,1163,1.0,0,African-American,Male,25 - 45
768,1165,0.0,0,Caucasian,Male,Less than 25
769,1166,1.0,1,African-American,Male,25 - 45
770,1167,0.0,0,African-American,Male,25 - 45
771,1169,0.0,0,African-American,Male,25 - 45
772,1170,0.0,1,African-American,Male,25 - 45
773,1171,0.0,0,Caucasian,Male,25 - 45
774,1172,0.0,0,Hispanic,Male,25 - 45
775,1173,1.0,1,Asian,Male,25 - 45
776,1176,0.0,0,Hispanic,Male,25 - 45
777,1177,0.0,0,Caucasian,Male,Greater than 45
778,1179,0.0,0,African-American,Male,25 - 45
779,1181,1.0,0,African-American,Female,25 - 45
780,1186,0.0,1,African-American,Male,Less than 25
781,1187,1.0,1,Caucasian,Male,Less than 25
782,1191,0.0,1,Caucasian,Male,Less than 25
783,1192,1.0,0,Caucasian,Male,Greater than 45
784,1193,1.0,0,Caucasian,Male,Greater than 45
785,1194,0.0,0,African-American,Male,25 - 45
786,1195,1.0,0,African-American,Female,25 - 45
787,1196,0.0,0,Caucasian,Male,25 - 45
788,1197,1.0,1,African-American,Male,Less than 25
789,1198,0.0,0,Caucasian,Male,25 - 45
790,1200,1.0,1,African-American,Female,Less than 25
791,1202,1.0,1,Caucasian,Male,25 - 45
792,1204,0.0,0,Hispanic,Female,Less than 25
793,1205,0.0,0,African-American,Male,Greater than 45
794,1206,0.0,0,African-American,Male,25 - 45
795,1207,1.0,1,Caucasian,Male,25 - 45
796,1208,0.0,0,African-American,Male,Greater than 45
797,1209,0.0,0,Caucasian,Male,Less than 25
798,1212,1.0,1,African-American,Female,Less than 25
799,1213,0.0,0,African-American,Female,25 - 45
800,1215,0.0,0,Hispanic,Male,Greater than 45
801,1216,1.0,0,Hispanic,Male,25 - 45
802,1217,0.0,1,African-American,Male,25 - 45
803,1219,0.0,0,African-American,Female,25 - 45
804,1220,0.0,0,Caucasian,Male,25 - 45
805,1221,1.0,0,Asian,Male,25 - 45
806,1222,1.0,1,African-American,Male,25 - 45
807,1223,1.0,1,Caucasian,Female,Less than 25
808,1225,0.0,1,African-American,Female,Less than 25
809,1227,1.0,0,Hispanic,Male,25 - 45
810,1228,1.0,0,Caucasian,Male,25 - 45
811,1229,1.0,0,African-American,Male,25 - 45
812,1230,0.0,0,Hispanic,Male,Less than 25
813,1231,0.0,0,Caucasian,Male,25 - 45
814,1233,0.0,0,Hispanic,Male,25 - 45
815,1234,1.0,0,Caucasian,Male,Greater than 45
816,1235,1.0,1,Caucasian,Male,25 - 45
817,1237,1.0,0,African-American,Male,25 - 45
818,1238,0.0,1,Hispanic,Female,25 - 45
819,1239,1.0,1,African-American,Male,25 - 45
820,1240,1.0,0,African-American,Male,25 - 45
821,1241,0.0,1,Caucasian,Male,25 - 45
822,1242,0.0,1,Caucasian,Female,25 - 45
823,1243,0.0,0,Caucasian,Male,25 - 45
824,1244,0.0,0,Caucasian,Male,Greater than 45
825,1246,1.0,1,African-American,Male,25 - 45
826,1247,0.0,0,African-American,Female,Less than 25
827,1248,0.0,0,Caucasian,Male,25 - 45
828,1250,1.0,1,African-American,Male,25 - 45
829,1252,0.0,0,African-American,Male,25 - 45
830,1253,0.0,1,African-American,Male,Less than 25
831,1254,1.0,0,African-American,Male,25 - 45
832,1255,1.0,1,African-American,Male,25 - 45
833,1256,1.0,1,Caucasian,Male,Greater than 45
834,1257,1.0,1,African-American,Male,Less than 25
835,1258,1.0,1,African-American,Male,Greater than 45
836,1259,0.0,1,Caucasian,Male,25 - 45
837,1260,1.0,1,African-American,Female,Greater than 45
838,1261,0.0,0,African-American,Male,25 - 45
839,1262,0.0,0,Caucasian,Male,Greater than 45
840,1268,0.0,1,African-American,Male,25 - 45
841,1269,0.0,0,Caucasian,Male,25 - 45
842,1271,1.0,1,African-American,Female,Less than 25
843,1272,1.0,1,African-American,Male,25 - 45
844,1274,0.0,0,Asian,Male,25 - 45
845,1275,0.0,0,Caucasian,Male,Greater than 45
846,1276,1.0,1,African-American,Male,Less than 25
847,1280,1.0,1,Caucasian,Male,25 - 45
848,1281,0.0,1,Caucasian,Female,25 - 45
849,1282,1.0,0,African-American,Male,Less than 25
850,1283,1.0,1,Caucasian,Male,Less than 25
851,1286,0.0,1,African-American,Male,Less than 25
852,1290,1.0,1,African-American,Male,25 - 45
853,1292,0.0,0,Caucasian,Male,Greater than 45
854,1293,1.0,1,Caucasian,Male,Less than 25
855,1295,0.0,0,Caucasian,Male,25 - 45
856,1296,0.0,0,African-American,Male,Greater than 45
857,1297,0.0,0,Hispanic,Female,25 - 45
858,1298,1.0,0,Hispanic,Male,Less than 25
859,1300,1.0,0,African-American,Female,Less than 25
860,1303,0.0,1,African-American,Male,Less than 25
861,1304,1.0,0,African-American,Male,25 - 45
862,1305,1.0,0,African-American,Male,25 - 45
863,1306,0.0,1,African-American,Male,25 - 45
864,1310,1.0,0,Caucasian,Female,Less than 25
865,1313,1.0,1,Hispanic,Male,25 - 45
866,1314,1.0,1,African-American,Male,25 - 45
867,1315,0.0,0,African-American,Male,Less than 25
868,1318,1.0,1,African-American,Male,25 - 45
869,1320,0.0,0,Asian,Male,Greater than 45
870,1321,0.0,1,African-American,Male,Greater than 45
871,1323,0.0,0,African-American,Female,25 - 45
872,1324,0.0,0,Hispanic,Female,25 - 45
873,1325,0.0,0,African-American,Female,Greater than 45
874,1326,1.0,0,African-American,Male,Less than 25
875,1328,0.0,0,African-American,Female,25 - 45
876,1329,1.0,1,Caucasian,Male,Less than 25
877,1330,0.0,0,Caucasian,Male,25 - 45
878,1331,1.0,1,African-American,Male,Less than 25
879,1332,0.0,1,Caucasian,Male,25 - 45
880,1334,0.0,0,Caucasian,Male,25 - 45
881,1335,0.0,0,Asian,Female,25 - 45
882,1336,0.0,0,African-American,Male,Greater than 45
883,1341,1.0,1,African-American,Male,25 - 45
884,1342,1.0,0,African-American,Male,25 - 45
885,1343,1.0,1,Hispanic,Male,Less than 25
886,1344,0.0,0,African-American,Male,Greater than 45
887,1345,0.0,1,Hispanic,Male,Less than 25
888,1346,1.0,0,African-American,Male,25 - 45
889,1347,0.0,1,Caucasian,Female,25 - 45
890,1348,1.0,0,African-American,Female,25 - 45
891,1349,0.0,0,Hispanic,Male,25 - 45
892,1351,1.0,1,African-American,Male,25 - 45
893,1352,1.0,1,Caucasian,Male,25 - 45
894,1353,0.0,1,Caucasian,Male,Greater than 45
895,1354,0.0,0,Hispanic,Male,25 - 45
896,1356,0.0,0,Hispanic,Female,Greater than 45
897,1358,1.0,1,African-American,Male,25 - 45
898,1360,0.0,1,African-American,Male,25 - 45
899,1361,0.0,1,African-American,Male,25 - 45
900,1363,0.0,1,Hispanic,Male,Greater than 45
901,1366,0.0,0,Caucasian,Female,25 - 45
902,1367,0.0,1,Caucasian,Male,25 - 45
903,1368,0.0,0,Caucasian,Male,25 - 45
904,1369,0.0,0,African-American,Female,25 - 45
905,1370,0.0,0,African-American,Female,Greater than 45
906,1372,0.0,0,Hispanic,Male,Less than 25
907,1375,0.0,0,Hispanic,Male,25 - 45
908,1376,1.0,0,Hispanic,Male,25 - 45
909,1377,1.0,1,African-American,Male,25 - 45
910,1379,1.0,1,Caucasian,Male,Less than 25
911,1380,0.0,1,African-American,Male,Greater than 45
912,1382,0.0,0,African-American,Male,25 - 45
913,1384,1.0,0,Caucasian,Male,Greater than 45
914,1385,0.0,1,African-American,Male,25 - 45
915,1388,0.0,1,Caucasian,Female,Greater than 45
916,1393,0.0,1,Caucasian,Female,Greater than 45
917,1395,1.0,1,African-American,Male,Less than 25
918,1396,1.0,1,African-American,Male,25 - 45
919,1397,1.0,0,African-American,Female,Greater than 45
920,1399,0.0,0,Caucasian,Male,25 - 45
921,1402,0.0,0,African-American,Male,Greater than 45
922,1403,1.0,1,African-American,Male,Less than 25
923,1408,1.0,1,African-American,Male,25 - 45
924,1410,0.0,0,African-American,Male,25 - 45
925,1411,0.0,0,Hispanic,Female,Greater than 45
926,1412,0.0,0,Hispanic,Male,Greater than 45
927,1418,0.0,0,Hispanic,Male,Greater than 45
928,1419,0.0,0,Hispanic,Female,25 - 45
929,1422,0.0,1,Hispanic,Female,25 - 45
930,1424,1.0,1,Caucasian,Male,Greater than 45
931,1427,1.0,1,African-American,Male,25 - 45
932,1428,1.0,0,Caucasian,Male,Less than 25
933,1429,1.0,1,Caucasian,Male,25 - 45
934,1430,0.0,0,Hispanic,Male,Greater than 45
935,1431,1.0,0,Caucasian,Male,25 - 45
936,1433,1.0,0,African-American,Male,Less than 25
937,1435,0.0,1,African-American,Male,25 - 45
938,1436,1.0,1,African-American,Female,Less than 25
939,1438,1.0,0,African-American,Female,25 - 45
940,1439,0.0,0,Hispanic,Male,Less than 25
941,1441,1.0,1,African-American,Female,25 - 45
942,1443,1.0,1,Hispanic,Male,Greater than 45
943,1445,1.0,1,African-American,Male,25 - 45
944,1446,0.0,0,Hispanic,Male,25 - 45
945,1447,0.0,0,Caucasian,Male,25 - 45
946,1448,0.0,0,Caucasian,Male,Less than 25
947,1452,1.0,1,Hispanic,Female,Less than 25
948,1455,0.0,0,African-American,Female,Greater than 45
949,1456,1.0,1,African-American,Male,25 - 45
950,1458,0.0,0,Hispanic,Male,Less than 25
951,1460,1.0,1,Hispanic,Female,Less than 25
952,1461,1.0,1,Caucasian,Male,Less than 25
953,1462,0.0,0,Hispanic,Male,25 - 45
954,1463,1.0,1,African-American,Male,25 - 45
955,1464,1.0,1,Hispanic,Female,Less than 25
956,1467,1.0,1,African-American,Male,25 - 45
957,1470,1.0,1,Caucasian,Male,Greater than 45
958,1471,1.0,1,Caucasian,Male,Less than 25
959,1472,0.0,0,Caucasian,Male,25 - 45
960,1473,0.0,1,African-American,Male,25 - 45
961,1474,0.0,0,African-American,Female,Less than 25
962,1475,0.0,0,Hispanic,Male,Greater than 45
963,1479,0.0,1,African-American,Male,Greater than 45
964,1481,0.0,0,African-American,Male,25 - 45
965,1482,1.0,0,African-American,Female,Less than 25
966,1483,0.0,0,African-American,Male,25 - 45
967,1484,1.0,1,Caucasian,Female,25 - 45
968,1485,1.0,1,African-American,Male,Less than 25
969,1486,0.0,0,Hispanic,Male,25 - 45
970,1488,0.0,1,Asian,Male,25 - 45
971,1490,0.0,1,African-American,Male,25 - 45
972,1491,0.0,0,African-American,Female,25 - 45
973,1496,1.0,1,African-American,Male,Less than 25
974,1497,0.0,0,Caucasian,Male,25 - 45
975,1498,0.0,0,Caucasian,Male,Greater than 45
976,1499,1.0,1,African-American,Male,25 - 45
977,1501,0.0,0,Caucasian,Male,25 - 45
978,1505,1.0,1,African-American,Male,Less than 25
979,1506,1.0,1,Caucasian,Female,25 - 45
980,1508,0.0,0,African-American,Female,Less than 25
981,1509,0.0,0,Hispanic,Male,Greater than 45
982,1511,0.0,0,Caucasian,Male,25 - 45
983,1512,0.0,0,Caucasian,Male,Greater than 45
984,1513,1.0,1,African-American,Male,25 - 45
985,1515,0.0,0,African-American,Male,Greater than 45
986,1516,0.0,1,Hispanic,Male,Greater than 45
987,1517,0.0,1,African-American,Male,25 - 45
988,1518,0.0,1,Hispanic,Male,Less than 25
989,1520,1.0,0,Caucasian,Male,Less than 25
990,1522,1.0,0,Caucasian,Male,Less than 25
991,1523,0.0,0,African-American,Female,25 - 45
992,1526,0.0,0,Hispanic,Male,25 - 45
993,1529,1.0,1,African-American,Male,25 - 45
994,1530,0.0,0,Hispanic,Male,Greater than 45
995,1531,1.0,1,Hispanic,Male,Less than 25
996,1532,0.0,0,Hispanic,Male,Greater than 45
997,1533,1.0,0,African-American,Male,25 - 45
998,1534,1.0,0,African-American,Male,25 - 45
999,1535,1.0,1,Hispanic,Male,Less than 25
1000,1536,0.0,0,Hispanic,Male,25 - 45
1001,1538,0.0,0,African-American,Male,25 - 45
1002,1540,1.0,0,African-American,Male,25 - 45
1003,1541,1.0,0,African-American,Male,25 - 45
1004,1542,1.0,1,African-American,Male,25 - 45
1005,1543,1.0,1,African-American,Male,25 - 45
1006,1545,1.0,0,African-American,Male,25 - 45
1007,1548,1.0,1,African-American,Male,25 - 45
1008,1549,1.0,1,African-American,Male,Less than 25
1009,1550,0.0,0,Caucasian,Male,Greater than 45
1010,1551,0.0,0,Hispanic,Male,Greater than 45
1011,1553,0.0,1,Hispanic,Male,Greater than 45
1012,1554,0.0,0,Asian,Male,25 - 45
1013,1556,1.0,1,African-American,Male,25 - 45
1014,1557,0.0,0,African-American,Female,Greater than 45
1015,1558,1.0,0,Caucasian,Female,25 - 45
1016,1559,0.0,0,Hispanic,Male,Less than 25
1017,1560,0.0,1,Hispanic,Male,Greater than 45
1018,1562,0.0,0,Hispanic,Male,25 - 45
1019,1563,0.0,0,Caucasian,Female,Greater than 45
1020,1565,1.0,1,African-American,Male,25 - 45
1021,1566,0.0,0,African-American,Male,Greater than 45
1022,1568,0.0,1,African-American,Male,25 - 45
1023,1569,1.0,1,African-American,Female,25 - 45
1024,1571,0.0,0,Caucasian,Male,Greater than 45
1025,1572,0.0,0,African-American,Female,25 - 45
1026,1573,1.0,0,African-American,Male,Less than 25
1027,1575,0.0,1,African-American,Female,25 - 45
1028,1576,1.0,1,African-American,Male,25 - 45
1029,1577,0.0,0,African-American,Male,Greater than 45
1030,1578,0.0,0,Asian,Male,25 - 45
